Ordinal,Type,Added,AST
0,MULTI,123,43
0,MULTI,2,0
3,VALUE,18,27
0,MULTI,10,18
1,CONTROL,1,32
0,MULTI,31,4
0,MULTI,3,40
0,MULTI,1,21
3,VALUE,3,4
3,VALUE,1,12
0,MULTI,1,6
0,MULTI,59,45
3,VALUE,2,7
0,MULTI,6,30
1,CONTROL,156,4
3,VALUE,1,16
2,VAR,3,47
3,VALUE,7,6
2,VAR,26,187
3,VALUE,5,3
0,MULTI,14,8
0,MULTI,6,2
3,VALUE,6,24
1,CONTROL,5,11
1,CONTROL,3,1
0,MULTI,4,2
0,MULTI,10,1
3,VALUE,23,0
0,MULTI,3,1
3,VALUE,14,14
1,CONTROL,136,26
0,MULTI,76,60
0,MULTI,3,0
3,VALUE,3,3
0,MULTI,37,21
3,VALUE,1,5
0,MULTI,11,0
3,VALUE,3,13
1,CONTROL,10,12
0,MULTI,5,0
2,VAR,4,52
0,MULTI,3,4
2,VAR,6,31
0,MULTI,4,2
3,VALUE,2,2
1,CONTROL,6,23
2,VAR,1,18
1,CONTROL,29,15
3,VALUE,7,5
1,CONTROL,9,14
0,MULTI,10,4
0,MULTI,2,0
3,VALUE,2,0
1,CONTROL,2,9
3,VALUE,6,2
0,MULTI,2,7
1,CONTROL,88,3
0,MULTI,16,89
3,VALUE,15,7
0,MULTI,4,0
2,VAR,4,18
0,MULTI,38,8
1,CONTROL,196,9
0,MULTI,134,24
0,MULTI,1,16
0,MULTI,1,3
3,VALUE,10,0
0,MULTI,22,6
2,VAR,2,1
0,MULTI,9,22
3,VALUE,2,16
0,MULTI,6,5
3,VALUE,1,5
2,VAR,2,4
3,VALUE,28,21
0,MULTI,5,9
1,CONTROL,116,5
3,VALUE,44,83
1,CONTROL,12,1
2,VAR,3,0
3,VALUE,237,87
3,VALUE,1,4
3,VALUE,4,0
0,MULTI,21,33
1,CONTROL,8,1
0,MULTI,36,14
0,MULTI,8,1
1,CONTROL,2,18
1,CONTROL,10,16
0,MULTI,33,11
3,VALUE,5,5
2,VAR,3,8
0,MULTI,9,33
1,CONTROL,6,1
0,MULTI,104,53
1,CONTROL,2,2
1,CONTROL,6,7
0,MULTI,2,2
0,MULTI,1,2
3,VALUE,2,6
0,MULTI,51,151
3,VALUE,16,1
0,MULTI,5,2
0,MULTI,1,35
0,MULTI,6,22
0,MULTI,97,3
0,MULTI,4,0
2,VAR,27,61
1,CONTROL,97,8
1,CONTROL,11,14
3,VALUE,4,0
3,VALUE,6,4
3,VALUE,10,8
3,VALUE,2,3
0,MULTI,8,2
1,CONTROL,7,79
3,VALUE,1,10
2,VAR,4,48
0,MULTI,2,2
3,VALUE,154,139
3,VALUE,1,2
2,VAR,2,2
1,CONTROL,9,0
0,MULTI,9,5
2,VAR,2,12
1,CONTROL,4,3
3,VALUE,2,8
3,VALUE,3,0
3,VALUE,11,21
2,VAR,8,74
0,MULTI,24,10
3,VALUE,24,2
0,MULTI,15,0
2,VAR,6,16
3,VALUE,2,5
1,CONTROL,6,26
3,VALUE,10,21
1,CONTROL,2,17
0,MULTI,4,4
3,VALUE,1,3
2,VAR,2,43
3,VALUE,5,7
0,MULTI,2,0
0,MULTI,3,18
1,CONTROL,23,10
2,VAR,2,35
0,MULTI,3,1
3,VALUE,9,96
0,MULTI,8,0
1,CONTROL,27,23
3,VALUE,8,4
2,VAR,1,3
2,VAR,3,13
2,VAR,1,3
3,VALUE,1,2
2,VAR,1,3
3,VALUE,8,0
0,MULTI,20,3
0,MULTI,6,2
1,CONTROL,2,2
0,MULTI,4,4
2,VAR,4,3
3,VALUE,2,0
3,VALUE,3,12
2,VAR,2,41
3,VALUE,8,4
0,MULTI,5,45
2,VAR,4,26
0,MULTI,10,11
1,CONTROL,1,22
0,MULTI,8,233
1,CONTROL,12,10
0,MULTI,25,2
0,MULTI,3,18
0,MULTI,2,47
1,CONTROL,4,67
0,MULTI,1,2
2,VAR,1,16
0,MULTI,322,8
0,MULTI,67,23
0,MULTI,8,2
3,VALUE,12,0
2,VAR,2,32
1,CONTROL,19,75
3,VALUE,8,2
0,MULTI,6,3
1,CONTROL,16,20
0,MULTI,42,8
3,VALUE,2,0
2,VAR,2,18
0,MULTI,2,186
3,VALUE,1,33
3,VALUE,4,2
1,CONTROL,5,6
0,MULTI,2,4
3,VALUE,8,27
2,VAR,2,26
0,MULTI,12,15
0,MULTI,4,2
3,VALUE,24,65
3,VALUE,4,2
2,VAR,1,0
0,MULTI,1,228
1,CONTROL,18,31
3,VALUE,1,1
0,MULTI,15,78
3,VALUE,2,0
3,VALUE,2,8
3,VALUE,2,3
3,VALUE,8,0
3,VALUE,1,5
3,VALUE,6,0
3,VALUE,2,18
0,MULTI,2,61
1,CONTROL,20,13
0,MULTI,25,50
3,VALUE,3,1
0,MULTI,7,16
3,VALUE,7,144
0,MULTI,7,50
3,VALUE,2,0
2,VAR,1,2
0,MULTI,1,19
3,VALUE,1,0
0,MULTI,2,4
0,MULTI,46,4
2,VAR,3,3
0,MULTI,37,4
0,MULTI,47,2
1,CONTROL,510,174
3,VALUE,2,2
0,MULTI,14,0
0,MULTI,25,37
0,MULTI,2,3
1,CONTROL,5,9
0,MULTI,4,32
0,MULTI,2,2
3,VALUE,18,5
0,MULTI,2,33
0,MULTI,3,8
3,VALUE,11,34
0,MULTI,1,13
0,MULTI,30,9
0,MULTI,7,0
2,VAR,1,25
2,VAR,1,1
2,VAR,4,20
0,MULTI,10,0
3,VALUE,4,41
0,MULTI,2,0
3,VALUE,1,2
0,MULTI,3,6
3,VALUE,8,15
3,VALUE,20,0
0,MULTI,1,0
3,VALUE,1,6
3,VALUE,4,3
0,MULTI,21,6
0,MULTI,34,64
1,CONTROL,64,55
1,CONTROL,13,7
1,CONTROL,26,3
3,VALUE,2,15
2,VAR,2,57
0,MULTI,12,8
0,MULTI,4,0
0,MULTI,5,3
0,MULTI,64,38
0,MULTI,15,18
0,MULTI,180,2
0,MULTI,1,137
3,VALUE,2,0
2,VAR,3,43
0,MULTI,1,2
3,VALUE,1,9
1,CONTROL,15,18
1,CONTROL,19,1
2,VAR,10,7
1,CONTROL,41,27
3,VALUE,1,0
0,MULTI,2,12
2,VAR,4,11
2,VAR,1,2
0,MULTI,1,7
3,VALUE,95,63
2,VAR,2,3
3,VALUE,5,3
0,MULTI,6,71
0,MULTI,28,4
2,VAR,4,36
2,VAR,2,22
0,MULTI,2,2
0,MULTI,6,58
1,CONTROL,18,38
0,MULTI,12,20
2,VAR,4,26
2,VAR,17,192
0,MULTI,2,2
0,MULTI,8,42
0,MULTI,52,8
1,CONTROL,11,16
0,MULTI,129,1
2,VAR,13,17
3,VALUE,1,1
2,VAR,6,157
2,VAR,10,4
3,VALUE,2,4
3,VALUE,6,42
0,MULTI,2,8
1,CONTROL,3,2
1,CONTROL,14,20
3,VALUE,2,19
1,CONTROL,6,7
0,MULTI,2,13
3,VALUE,24,76
0,MULTI,1,0
0,MULTI,17,39
3,VALUE,6,211
0,MULTI,78,13
3,VALUE,3,1
1,CONTROL,30,2
0,MULTI,4,144
0,MULTI,2,10
3,VALUE,5,0
2,VAR,25,71
2,VAR,2,8
3,VALUE,3,31
3,VALUE,26,57
3,VALUE,6,149
1,CONTROL,4,10
2,VAR,1,2
2,VAR,2,16
0,MULTI,36,108
0,MULTI,10,2
0,MULTI,34,6
0,MULTI,4,10
1,CONTROL,9,29
0,MULTI,40,111
1,CONTROL,6,0
2,VAR,3,12
2,VAR,2,4
1,CONTROL,19,29
1,CONTROL,28,4
2,VAR,1,4
3,VALUE,1,46
2,VAR,1,12
2,VAR,14,132
1,CONTROL,38,12
2,VAR,5,71
0,MULTI,12,4
0,MULTI,20,391
0,MULTI,13,8
2,VAR,3,9
2,VAR,1,107
1,CONTROL,8,2
3,VALUE,2,2
1,CONTROL,3,4
2,VAR,22,12
0,MULTI,1,0
0,MULTI,1,6
2,VAR,1,101
0,MULTI,4,0
3,VALUE,25,167
0,MULTI,88,3
3,VALUE,12,49
1,CONTROL,2,17
2,VAR,2,4
3,VALUE,2,0
0,MULTI,2,3
2,VAR,16,14
3,VALUE,3,9
2,VAR,1,16
0,MULTI,55,11
0,MULTI,3,4
0,MULTI,2,29
0,MULTI,1,1
0,MULTI,4,13
3,VALUE,1,34
0,MULTI,65,22
0,MULTI,2,2
0,MULTI,31,12
0,MULTI,4,19
3,VALUE,77,84
0,MULTI,5,24
0,MULTI,6,17
0,MULTI,61,51
0,MULTI,4,0
3,VALUE,14,0
1,CONTROL,6,2
3,VALUE,2,23
3,VALUE,22,65
3,VALUE,1,3
2,VAR,4,6
3,VALUE,14,6
0,MULTI,4,0
3,VALUE,22,68
0,MULTI,62,15
0,MULTI,4,0
1,CONTROL,8,66
2,VAR,2,5
0,MULTI,148,183
3,VALUE,31,44
3,VALUE,1,1
1,CONTROL,11,55
0,MULTI,4,0
3,VALUE,3,3
0,MULTI,1,6
0,MULTI,1,5
3,VALUE,15,10
3,VALUE,5,18
0,MULTI,14,113
0,MULTI,2,1
1,CONTROL,7,2
3,VALUE,2,14
3,VALUE,1,4
0,MULTI,10,10
0,MULTI,57,14
0,MULTI,2,0
0,MULTI,5,12
3,VALUE,17,59
0,MULTI,6,0
0,MULTI,7,2
3,VALUE,2,104
2,VAR,1,5
2,VAR,5,149
1,CONTROL,1,3
0,MULTI,4,9
0,MULTI,16,55
3,VALUE,3,9
1,CONTROL,34,12
2,VAR,2,25
0,MULTI,8,17
0,MULTI,13,68
0,MULTI,38,2
0,MULTI,9,0
2,VAR,4,41
0,MULTI,8,2
0,MULTI,14,23
0,MULTI,43,199
3,VALUE,1,4
0,MULTI,2,12
1,CONTROL,8,4
2,VAR,21,118
3,VALUE,2,32
1,CONTROL,1,11
0,MULTI,4,5
3,VALUE,1,16
0,MULTI,1,20
0,MULTI,20,434
0,MULTI,117,5
3,VALUE,37,32
3,VALUE,18,13
0,MULTI,3,7
0,MULTI,3,3
2,VAR,2,130
2,VAR,32,41
3,VALUE,3,0
0,MULTI,2,0
0,MULTI,78,48
3,VALUE,29,25
1,CONTROL,9,1
2,VAR,2,43
2,VAR,5,75
0,MULTI,26,2
0,MULTI,12,8
3,VALUE,46,22
2,VAR,1,23
0,MULTI,38,6
0,MULTI,44,2
0,MULTI,3,40
0,MULTI,26,2
2,VAR,7,69
0,MULTI,316,62
3,VALUE,1,29
2,VAR,5,197
0,MULTI,1,9
2,VAR,3,7
1,CONTROL,15,2
3,VALUE,16,48
3,VALUE,2,3
3,VALUE,5,2
0,MULTI,6,1
0,MULTI,6,0
0,MULTI,2,0
1,CONTROL,9,39
0,MULTI,14,4
0,MULTI,40,66
1,CONTROL,52,173
3,VALUE,3,33
1,CONTROL,10,6
3,VALUE,24,8
0,MULTI,12,83
3,VALUE,5,4
3,VALUE,9,0
3,VALUE,2,2
3,VALUE,2,16
0,MULTI,28,34
0,MULTI,31,38
0,MULTI,268,7
3,VALUE,2,6
0,MULTI,8,6
3,VALUE,31,10
3,VALUE,9,116
1,CONTROL,4,2
2,VAR,70,1077
0,MULTI,3,16
3,VALUE,4,23
1,CONTROL,72,2
3,VALUE,2,3
2,VAR,5,93
3,VALUE,6,0
3,VALUE,9,4
3,VALUE,4,56
3,VALUE,10,78
0,MULTI,2,40
0,MULTI,11,16
1,CONTROL,2,8
1,CONTROL,1,2
0,MULTI,5,41
3,VALUE,2,64
0,MULTI,18,2
2,VAR,2,63
0,MULTI,1,0
3,VALUE,18,55
1,CONTROL,6,2
3,VALUE,4,2
0,MULTI,4,0
0,MULTI,29,14
0,MULTI,4,0
1,CONTROL,26,0
3,VALUE,3,0
2,VAR,1,5
3,VALUE,6,5
3,VALUE,2,0
1,CONTROL,2,3
2,VAR,4,68
1,CONTROL,6,36
0,MULTI,3,9
3,VALUE,30,20
2,VAR,1,0
0,MULTI,2,2
2,VAR,1,137
3,VALUE,2,6
3,VALUE,30,34
0,MULTI,111,6
0,MULTI,234,28
3,VALUE,233,9
0,MULTI,48,2
1,CONTROL,31,7
3,VALUE,55,141
3,VALUE,9,33
1,CONTROL,21,49
0,MULTI,4,0
0,MULTI,1,1
1,CONTROL,173,159
1,CONTROL,8,6
3,VALUE,4,2
2,VAR,1,8
1,CONTROL,26,4
0,MULTI,10,0
3,VALUE,4,9
3,VALUE,5,2
3,VALUE,1,0
1,CONTROL,10,53
0,MULTI,26,24
0,MULTI,1,1
0,MULTI,58,2
2,VAR,1,2
1,CONTROL,7,5
3,VALUE,4,4
0,MULTI,2,5
1,CONTROL,2,9
3,VALUE,2,0
2,VAR,2,7
3,VALUE,15,6
1,CONTROL,57,32
0,MULTI,4,6
3,VALUE,1,8
2,VAR,1,2
0,MULTI,7,0
0,MULTI,1,1
0,MULTI,15,0
0,MULTI,13,68
1,CONTROL,28,2
2,VAR,2,9
1,CONTROL,34,3
3,VALUE,6,1
0,MULTI,10,2
3,VALUE,10,4
3,VALUE,1,3
3,VALUE,1,39
0,MULTI,210,24
2,VAR,1,19
3,VALUE,84,10
3,VALUE,1,15
0,MULTI,3,1
3,VALUE,3,0
2,VAR,3,13
0,MULTI,2,97
2,VAR,2,0
3,VALUE,29,36
1,CONTROL,52,6
0,MULTI,14,4
1,CONTROL,41,9
2,VAR,6,42
0,MULTI,5,27
0,MULTI,3,0
0,MULTI,355,41
1,CONTROL,6,30
3,VALUE,5,0
0,MULTI,2,14
0,MULTI,2,0
2,VAR,2,12
0,MULTI,4,6
2,VAR,11,30
0,MULTI,2,1
2,VAR,4,3
1,CONTROL,7,3
0,MULTI,10,2
1,CONTROL,20,0
3,VALUE,27,62
0,MULTI,6,30
1,CONTROL,1,9
3,VALUE,7,1
2,VAR,4,8
0,MULTI,9,16
0,MULTI,8,26
3,VALUE,8,2
3,VALUE,1,0
1,CONTROL,21,15
1,CONTROL,22,89
0,MULTI,16,7
0,MULTI,4,15
3,VALUE,6,41
3,VALUE,1,5
0,MULTI,11,2
0,MULTI,1,1
0,MULTI,1,5
0,MULTI,10,14
1,CONTROL,8,4
2,VAR,3,15
3,VALUE,4,0
3,VALUE,12,104
0,MULTI,18,142
2,VAR,15,92
0,MULTI,1,4
2,VAR,1,12
0,MULTI,4,0
0,MULTI,4,15
3,VALUE,6,9
0,MULTI,11,23
2,VAR,1,3
0,MULTI,46,2
3,VALUE,50,2
0,MULTI,37,19
2,VAR,5,26
1,CONTROL,1,2
2,VAR,5,14
1,CONTROL,1,27
0,MULTI,21,15
1,CONTROL,114,1
1,CONTROL,27,4
0,MULTI,69,18
0,MULTI,15,14
1,CONTROL,2,43
1,CONTROL,59,8
1,CONTROL,1,2
3,VALUE,5,15
0,MULTI,9,13
2,VAR,1,14
0,MULTI,2,48
0,MULTI,1,0
1,CONTROL,4,22
3,VALUE,4,27
3,VALUE,6,93
0,MULTI,4,2
1,CONTROL,1,2
0,MULTI,4,12
2,VAR,3,8
2,VAR,1,7
1,CONTROL,25,1
1,CONTROL,24,2
3,VALUE,4,0
3,VALUE,15,27
1,CONTROL,37,4
1,CONTROL,1,9
0,MULTI,42,97
2,VAR,2,20
0,MULTI,3,22
3,VALUE,8,5
0,MULTI,26,26
1,CONTROL,3,4
1,CONTROL,8,2
1,CONTROL,9,56
3,VALUE,2,0
1,CONTROL,1,31
0,MULTI,6,2
3,VALUE,22,15
0,MULTI,10,0
3,VALUE,17,4
0,MULTI,20,1
2,VAR,1,27
0,MULTI,13,20
0,MULTI,8,8
3,VALUE,2,4
3,VALUE,5,42
3,VALUE,1,5
0,MULTI,12,13
0,MULTI,4,4
0,MULTI,2,57
3,VALUE,4,9
3,VALUE,2,2
2,VAR,2,1
0,MULTI,19,7
0,MULTI,27,13
3,VALUE,1,9
0,MULTI,27,86
1,CONTROL,3,1
2,VAR,6,2
3,VALUE,2,2
0,MULTI,2,0
2,VAR,34,238
3,VALUE,2,3
3,VALUE,2,1
2,VAR,1,2
0,MULTI,13,4
3,VALUE,1,0
0,MULTI,43,22
3,VALUE,2,6
0,MULTI,1,13
0,MULTI,13,10
0,MULTI,1,15
2,VAR,1,36
3,VALUE,3,35
1,CONTROL,1,16
2,VAR,6,0
2,VAR,1,16
0,MULTI,3,30
3,VALUE,7,7
2,VAR,2,15
1,CONTROL,1,18
1,CONTROL,7,16
3,VALUE,4,12
1,CONTROL,49,12
0,MULTI,2,4
0,MULTI,2,2
2,VAR,2,17
3,VALUE,3,62
3,VALUE,9,21
0,MULTI,11,5
0,MULTI,12,0
0,MULTI,4,19
1,CONTROL,4,2
1,CONTROL,2,2
3,VALUE,14,0
0,MULTI,1,4
3,VALUE,1,2
0,MULTI,1,37
3,VALUE,2,4
0,MULTI,6,3
0,MULTI,16,2
2,VAR,1,4
3,VALUE,1,1
2,VAR,37,49
1,CONTROL,26,8
3,VALUE,1,2
2,VAR,1,4
3,VALUE,9,27
0,MULTI,2,6
2,VAR,3,119
0,MULTI,6,4
3,VALUE,2,0
0,MULTI,1,2
3,VALUE,137,497
0,MULTI,2,3
0,MULTI,2,7
0,MULTI,8,1
3,VALUE,61,6
1,CONTROL,16,11
3,VALUE,4,3
3,VALUE,31,10
3,VALUE,8,8
3,VALUE,4,0
1,CONTROL,28,12
2,VAR,2,11
3,VALUE,2,2
0,MULTI,16,2
0,MULTI,22,30
0,MULTI,2,27
0,MULTI,203,58
1,CONTROL,66,49
0,MULTI,1,4
0,MULTI,63,7
1,CONTROL,6,4
2,VAR,6,8
0,MULTI,2,2
0,MULTI,28,13
1,CONTROL,1,3
3,VALUE,4,9
1,CONTROL,7,2
3,VALUE,6,12
0,MULTI,3,1
0,MULTI,3,33
3,VALUE,11,8
3,VALUE,12,4
3,VALUE,2,0
3,VALUE,4,74
1,CONTROL,2,6
3,VALUE,2,4
2,VAR,5,71
2,VAR,1,33
2,VAR,9,8
3,VALUE,2,4
0,MULTI,44,60
0,MULTI,23,47
2,VAR,2,33
1,CONTROL,5,3
3,VALUE,5,1
2,VAR,6,18
0,MULTI,2,69
3,VALUE,1,0
0,MULTI,58,18
2,VAR,1,59
0,MULTI,6,0
2,VAR,2,5
3,VALUE,1,2
2,VAR,9,13
0,MULTI,2,6
3,VALUE,2,8
0,MULTI,16,10
0,MULTI,2,1
1,CONTROL,10,3
3,VALUE,3,0
3,VALUE,1,2
2,VAR,1,5
0,MULTI,19,23
1,CONTROL,2,8
3,VALUE,1,3
0,MULTI,2,9
1,CONTROL,18,0
3,VALUE,2,4
3,VALUE,2,8
1,CONTROL,2,17
1,CONTROL,305,16
1,CONTROL,36,9
0,MULTI,27,27
0,MULTI,7,19
2,VAR,10,2
1,CONTROL,38,8
3,VALUE,12,20
0,MULTI,1,5
0,MULTI,2,1
0,MULTI,15,13
2,VAR,1,23
3,VALUE,3,0
0,MULTI,1,43
3,VALUE,6,0
0,MULTI,2,6
2,VAR,2,7
0,MULTI,4,2
0,MULTI,8,21
2,VAR,2,56
3,VALUE,6,2
0,MULTI,109,35
3,VALUE,4,10
0,MULTI,26,466
1,CONTROL,12,36
3,VALUE,50,33
3,VALUE,1,27
0,MULTI,5,2
2,VAR,2,14
0,MULTI,6,3
3,VALUE,6,26
1,CONTROL,43,16
0,MULTI,31,16
2,VAR,2,6
3,VALUE,10,113
0,MULTI,2,30
2,VAR,2,35
0,MULTI,9,4
1,CONTROL,3,31
2,VAR,3,30
3,VALUE,5,14
3,VALUE,120,96
3,VALUE,3,0
0,MULTI,4,2
3,VALUE,2,44
0,MULTI,10,8
3,VALUE,2,0
1,CONTROL,346,5
0,MULTI,8,27
0,MULTI,1,37
2,VAR,1,116
2,VAR,9,2
3,VALUE,20,23
0,MULTI,50,10
3,VALUE,8,71
0,MULTI,8,15
0,MULTI,14,80
3,VALUE,2,2
1,CONTROL,46,31
2,VAR,2,4
0,MULTI,1,22
0,MULTI,14,17
1,CONTROL,18,33
3,VALUE,8,15
2,VAR,1,2
0,MULTI,1,14
3,VALUE,8,26
3,VALUE,15,7
0,MULTI,62,156
1,CONTROL,215,30
0,MULTI,1,5
1,CONTROL,48,9
0,MULTI,17,43
3,VALUE,8,20
3,VALUE,10,0
2,VAR,2,12
3,VALUE,14,32
3,VALUE,1,12
1,CONTROL,1,11
0,MULTI,2,2
3,VALUE,4,6
0,MULTI,26,2
1,CONTROL,8,2
1,CONTROL,24,2
0,MULTI,12,0
0,MULTI,1,116
0,MULTI,21,17
0,MULTI,14,2
2,VAR,1,12
3,VALUE,12,39
0,MULTI,6,2
0,MULTI,1,2
0,MULTI,7,5
3,VALUE,14,32
3,VALUE,4,0
0,MULTI,50,26
0,MULTI,1,7
0,MULTI,2,0
1,CONTROL,12,8
2,VAR,2,6
2,VAR,1,26
0,MULTI,7,59
1,CONTROL,24,2
0,MULTI,9,74
3,VALUE,2,5
1,CONTROL,1,1
0,MULTI,774,56
0,MULTI,17,3
3,VALUE,2,7
3,VALUE,4,0
1,CONTROL,63,15
1,CONTROL,2,2
0,MULTI,467,93
0,MULTI,1,19
0,MULTI,1,6
2,VAR,2,12
1,CONTROL,10,9
0,MULTI,16,51
3,VALUE,6,10
1,CONTROL,2,95
3,VALUE,14,36
2,VAR,1,26
1,CONTROL,2,4
1,CONTROL,16,13
2,VAR,2,105
3,VALUE,4,2
0,MULTI,1,26
0,MULTI,15,29
0,MULTI,30,3
3,VALUE,2,3
0,MULTI,347,5
1,CONTROL,2,2
1,CONTROL,4,5
1,CONTROL,13,1
0,MULTI,14,115
1,CONTROL,3,40
3,VALUE,6,0
3,VALUE,14,23
0,MULTI,3,0
3,VALUE,14,0
2,VAR,12,343
3,VALUE,138,50
3,VALUE,6,40
3,VALUE,13,61
3,VALUE,1,2
0,MULTI,16,231
0,MULTI,2,1
3,VALUE,1,7
3,VALUE,2,2
0,MULTI,4,11
0,MULTI,2,10
1,CONTROL,1,1
0,MULTI,6,26
3,VALUE,1,30
3,VALUE,22,58
3,VALUE,2,15
3,VALUE,16,96
0,MULTI,12,17
3,VALUE,4,4
3,VALUE,4,6
1,CONTROL,27,130
0,MULTI,1,0
3,VALUE,5,2
0,MULTI,2,6
3,VALUE,1,4
0,MULTI,4,54
3,VALUE,1,3
0,MULTI,11,5
0,MULTI,4,2
0,MULTI,15,4
3,VALUE,46,11
3,VALUE,2,42
0,MULTI,12,2
3,VALUE,18,21
2,VAR,6,16
3,VALUE,6,16
1,CONTROL,40,4
0,MULTI,6,20
0,MULTI,14,6
0,MULTI,4,0
0,MULTI,5,4
3,VALUE,4,68
3,VALUE,3,4
3,VALUE,2,2
1,CONTROL,42,2
0,MULTI,39,58
3,VALUE,1,31
3,VALUE,3,1
0,MULTI,55,32
0,MULTI,15,6
0,MULTI,28,12
3,VALUE,4,4
3,VALUE,4,31
2,VAR,1,26
0,MULTI,4,6
3,VALUE,15,12
2,VAR,2,14
3,VALUE,25,50
2,VAR,3,1
3,VALUE,1,7
0,MULTI,6,4
0,MULTI,1,15
2,VAR,1,3
1,CONTROL,11,2
0,MULTI,4,0
2,VAR,4,8
3,VALUE,3,0
2,VAR,2,46
0,MULTI,3,43
2,VAR,2,6
3,VALUE,2,6
1,CONTROL,18,72
1,CONTROL,18,4
1,CONTROL,8,0
1,CONTROL,206,46
1,CONTROL,5,3
1,CONTROL,192,63
3,VALUE,1,16
1,CONTROL,12,8
3,VALUE,1,26
0,MULTI,1,1
0,MULTI,1,11
0,MULTI,1,0
3,VALUE,25,131
3,VALUE,8,4
0,MULTI,4,0
2,VAR,1,29
3,VALUE,9,0
0,MULTI,6,0
1,CONTROL,5,3
0,MULTI,102,12
3,VALUE,44,49
3,VALUE,1,3
3,VALUE,2,8
2,VAR,3,18
3,VALUE,5,0
0,MULTI,6,1
1,CONTROL,10,6
2,VAR,45,156
2,VAR,1,3
2,VAR,1,34
3,VALUE,2,0
0,MULTI,23,2
3,VALUE,7,0
3,VALUE,2,21
0,MULTI,95,5
0,MULTI,6,5
3,VALUE,3,0
1,CONTROL,13,0
0,MULTI,2,6
2,VAR,4,56
3,VALUE,13,8
1,CONTROL,11,28
0,MULTI,12,325
3,VALUE,3,22
3,VALUE,2,7
0,MULTI,86,26
3,VALUE,4,5
2,VAR,1,1
3,VALUE,18,60
3,VALUE,6,0
1,CONTROL,12,17
2,VAR,14,12
0,MULTI,62,2
2,VAR,2,2
0,MULTI,2,0
0,MULTI,11,13
3,VALUE,24,0
3,VALUE,2,2
3,VALUE,3,27
3,VALUE,3,2
0,MULTI,6,4
0,MULTI,24,6
3,VALUE,29,35
0,MULTI,3,154
3,VALUE,460,38
0,MULTI,10,2
0,MULTI,4,2
2,VAR,4,23
0,MULTI,62,22
2,VAR,1,33
0,MULTI,12,6
2,VAR,1,0
0,MULTI,13,2
0,MULTI,1,5
1,CONTROL,1,10
0,MULTI,14,26
3,VALUE,8,5
3,VALUE,1,50
3,VALUE,1,3
0,MULTI,26,8
3,VALUE,4,1
0,MULTI,275,144
3,VALUE,34,18
2,VAR,1,14
3,VALUE,148,113
1,CONTROL,371,93
3,VALUE,4,9
1,CONTROL,227,30
2,VAR,3,9
2,VAR,3,15
2,VAR,1,5
3,VALUE,2,5
3,VALUE,1,22
3,VALUE,10,2
0,MULTI,12,13
2,VAR,4,8
0,MULTI,2,11
0,MULTI,1,44
2,VAR,5,10
1,CONTROL,2,18
0,MULTI,3,2
0,MULTI,9,146
3,VALUE,18,23
1,CONTROL,442,2
1,CONTROL,43,18
1,CONTROL,2,13
1,CONTROL,5,5
3,VALUE,6,0
3,VALUE,7,6
0,MULTI,1,5
0,MULTI,1,9
3,VALUE,2,0
3,VALUE,6,0
1,CONTROL,58,12
2,VAR,8,22
1,CONTROL,1,2
3,VALUE,4,61
0,MULTI,2,0
1,CONTROL,1,6
2,VAR,13,59
0,MULTI,11,170
3,VALUE,8,10
3,VALUE,22,129
3,VALUE,2,1
0,MULTI,2,10
2,VAR,1,40
0,MULTI,4,223
0,MULTI,32,3
0,MULTI,22,31
3,VALUE,102,5
1,CONTROL,4,4
1,CONTROL,8,28
2,VAR,2,3
3,VALUE,7,59
0,MULTI,1,3
0,MULTI,78,69
0,MULTI,4,0
2,VAR,3,86
0,MULTI,6,11
3,VALUE,8,0
1,CONTROL,10,14
1,CONTROL,18,15
0,MULTI,12,6
0,MULTI,9,0
0,MULTI,33,28
3,VALUE,10,0
2,VAR,1,8
2,VAR,2,4
3,VALUE,2,0
0,MULTI,1,4
0,MULTI,4,54
3,VALUE,23,20
0,MULTI,1,4
2,VAR,4,141
3,VALUE,3,8
1,CONTROL,1,1
3,VALUE,2,13
0,MULTI,4,55
3,VALUE,1,20
0,MULTI,30,12
0,MULTI,31,6
0,MULTI,4,6
3,VALUE,4,6
3,VALUE,1,2
2,VAR,2,56
3,VALUE,2,14
2,VAR,4,10
3,VALUE,3,78
3,VALUE,1,24
3,VALUE,4,2
0,MULTI,802,28
0,MULTI,3,4
0,MULTI,18,26
0,MULTI,3,9
0,MULTI,5,2
2,VAR,6,12
0,MULTI,24,2
3,VALUE,9,62
2,VAR,1,36
1,CONTROL,4,12
0,MULTI,2,23
0,MULTI,6,2
2,VAR,7,18
0,MULTI,28,1
3,VALUE,2,2
3,VALUE,2,22
2,VAR,1,9
2,VAR,3,2
0,MULTI,15,0
3,VALUE,2,2
0,MULTI,1,9
0,MULTI,4,4
0,MULTI,5,31
2,VAR,18,22
1,CONTROL,4,5
0,MULTI,12,9
3,VALUE,1,29
3,VALUE,1,12
0,MULTI,3,1
0,MULTI,1,2
2,VAR,2,6
3,VALUE,8,0
0,MULTI,2,4
2,VAR,2,4
2,VAR,2,14
1,CONTROL,10,5
0,MULTI,1,1
3,VALUE,2,2
0,MULTI,87,14
0,MULTI,1,3
3,VALUE,178,18
3,VALUE,2,7
0,MULTI,15,60
2,VAR,1,68
0,MULTI,26,3
2,VAR,1,8
0,MULTI,2,2
0,MULTI,6,0
