Ordinal,Type,Added,AST
0,MULTI,180,43
1,CONTROL,2,8
0,MULTI,2,0
3,VALUE,25,27
1,CONTROL,5,5
0,MULTI,18,18
0,MULTI,49,4
0,MULTI,4,30
3,VALUE,5,4
0,MULTI,3,5
3,VALUE,9,12
0,MULTI,4,6
0,MULTI,149,45
3,VALUE,2,24
2,VAR,186,227
3,VALUE,5,3
0,MULTI,16,8
0,MULTI,8,2
1,CONTROL,6,11
0,MULTI,4,2
2,VAR,36,116
0,MULTI,4,1
3,VALUE,18,14
0,MULTI,259,60
0,MULTI,3,0
2,VAR,8,9
1,CONTROL,1,3
3,VALUE,4,3
3,VALUE,7,27
3,VALUE,9,5
0,MULTI,5,4
0,MULTI,5,0
0,MULTI,13,4
1,CONTROL,23,35
0,MULTI,17,9
3,VALUE,4,2
1,CONTROL,48,68
1,CONTROL,42,15
2,VAR,7,31
0,MULTI,4,7
1,CONTROL,16,14
0,MULTI,12,4
0,MULTI,3,0
3,VALUE,2,0
0,MULTI,10,7
2,VAR,2,10
0,MULTI,99,151
3,VALUE,18,7
1,CONTROL,17,56
1,CONTROL,3,3
2,VAR,3,4
0,MULTI,39,16
0,MULTI,11,3
0,MULTI,35,22
2,VAR,7,17
3,VALUE,6,13
3,VALUE,15,16
2,VAR,4,4
1,CONTROL,119,5
3,VALUE,152,83
3,VALUE,2,12
3,VALUE,4,4
0,MULTI,7,2
2,VAR,7,60
2,VAR,9,18
0,MULTI,1,5
1,CONTROL,2,4
3,VALUE,7,5
1,CONTROL,9,1
0,MULTI,96,14
1,CONTROL,16,18
0,MULTI,31,8
0,MULTI,52,11
3,VALUE,9,5
0,MULTI,172,53
1,CONTROL,6,7
0,MULTI,4,2
0,MULTI,2,2
0,MULTI,5,4
3,VALUE,3,6
0,MULTI,367,169
3,VALUE,17,1
0,MULTI,27,11
3,VALUE,28,55
0,MULTI,35,22
1,CONTROL,4,9
2,VAR,214,61
1,CONTROL,1,6
3,VALUE,3,36
1,CONTROL,100,8
1,CONTROL,16,14
1,CONTROL,50,79
3,VALUE,332,171
3,VALUE,3,2
2,VAR,3,4
2,VAR,100,169
1,CONTROL,5,3
3,VALUE,6,8
2,VAR,65,74
0,MULTI,34,10
3,VALUE,26,2
0,MULTI,26,0
2,VAR,17,16
0,MULTI,1,1
3,VALUE,8,5
1,CONTROL,8,26
3,VALUE,2,3
3,VALUE,52,21
1,CONTROL,17,17
0,MULTI,4,4
3,VALUE,9,7
1,CONTROL,2,2
1,CONTROL,29,10
0,MULTI,4,1
3,VALUE,1,4
1,CONTROL,47,23
2,VAR,2,3
2,VAR,6,13
2,VAR,3,7
3,VALUE,8,0
0,MULTI,23,3
1,CONTROL,9,15
2,VAR,6,3
2,VAR,2,41
2,VAR,8,26
1,CONTROL,11,13
3,VALUE,41,45
3,VALUE,5,3
1,CONTROL,16,10
0,MULTI,48,2
0,MULTI,1,1
0,MULTI,43,15
0,MULTI,33,47
1,CONTROL,12,67
0,MULTI,348,8
3,VALUE,1,28
0,MULTI,41,14
0,MULTI,92,23
0,MULTI,10,2
3,VALUE,16,0
2,VAR,45,32
3,VALUE,10,2
1,CONTROL,3,9
3,VALUE,5,17
0,MULTI,10,3
1,CONTROL,15,24
0,MULTI,58,11
1,CONTROL,28,32
2,VAR,1,1
3,VALUE,2,0
3,VALUE,28,33
2,VAR,5,5
3,VALUE,4,2
0,MULTI,3,4
3,VALUE,35,65
3,VALUE,4,2
1,CONTROL,1,22
2,VAR,1,0
0,MULTI,227,228
0,MULTI,44,78
0,MULTI,4,10
3,VALUE,16,18
1,CONTROL,3,9
0,MULTI,111,50
3,VALUE,4,1
3,VALUE,14,144
3,VALUE,15,33
0,MULTI,46,50
1,CONTROL,5,9
0,MULTI,50,35
3,VALUE,2,0
2,VAR,3,7
3,VALUE,1,0
0,MULTI,12,4
2,VAR,2,7
0,MULTI,24,9
0,MULTI,39,4
1,CONTROL,614,174
2,VAR,27,27
2,VAR,3,19
2,VAR,13,19
3,VALUE,3,2
0,MULTI,1,1
0,MULTI,4,3
1,CONTROL,14,9
1,CONTROL,6,14
3,VALUE,24,5
1,CONTROL,3,3
0,MULTI,18,8
3,VALUE,61,34
0,MULTI,16,13
0,MULTI,55,9
2,VAR,2,25
2,VAR,1,1
2,VAR,9,20
2,VAR,57,57
1,CONTROL,118,211
3,VALUE,15,41
0,MULTI,2,0
2,VAR,3,4
1,CONTROL,2,6
0,MULTI,4,6
0,MULTI,34,19
3,VALUE,10,15
2,VAR,6,16
0,MULTI,1,0
3,VALUE,6,13
3,VALUE,6,3
0,MULTI,34,6
1,CONTROL,114,55
0,MULTI,52,20
1,CONTROL,2,2
3,VALUE,2,15
1,CONTROL,104,148
0,MULTI,2,2
3,VALUE,16,13
0,MULTI,4,0
0,MULTI,180,2
3,VALUE,2,0
0,MULTI,6,2
3,VALUE,5,9
1,CONTROL,3,27
3,VALUE,10,6
2,VAR,6,8
2,VAR,4,2
3,VALUE,200,63
2,VAR,5,3
3,VALUE,6,3
0,MULTI,28,4
2,VAR,25,22
0,MULTI,11,2
0,MULTI,170,58
2,VAR,14,34
1,CONTROL,16,30
3,VALUE,2,2
0,MULTI,61,8
1,CONTROL,27,39
0,MULTI,137,1
3,VALUE,2,1
3,VALUE,11,33
3,VALUE,1,1
1,CONTROL,40,40
3,VALUE,26,19
1,CONTROL,8,8
0,MULTI,27,13
3,VALUE,131,139
0,MULTI,90,13
1,CONTROL,30,2
3,VALUE,12,8
3,VALUE,13,22
2,VAR,6,7
2,VAR,7,19
3,VALUE,12,149
1,CONTROL,14,10
2,VAR,2,2
2,VAR,1,34
0,MULTI,11,2
2,VAR,2,4
1,CONTROL,34,47
1,CONTROL,18,29
1,CONTROL,32,42
0,MULTI,129,111
1,CONTROL,8,2
2,VAR,11,12
3,VALUE,25,46
1,CONTROL,8,22
0,MULTI,8,8
2,VAR,20,18
3,VALUE,4,6
3,VALUE,3,8
1,CONTROL,42,12
2,VAR,27,71
0,MULTI,130,391
0,MULTI,49,8
1,CONTROL,20,14
1,CONTROL,7,8
2,VAR,36,12
0,MULTI,1,0
3,VALUE,186,167
3,VALUE,36,49
3,VALUE,2,12
1,CONTROL,26,27
2,VAR,5,4
3,VALUE,16,9
0,MULTI,96,11
0,MULTI,10,4
1,CONTROL,5,5
0,MULTI,96,29
0,MULTI,32,13
1,CONTROL,6,8
2,VAR,1,3
3,VALUE,2,4
0,MULTI,66,21
0,MULTI,63,19
3,VALUE,133,84
2,VAR,5,9
0,MULTI,139,51
0,MULTI,4,0
3,VALUE,20,0
1,CONTROL,6,2
3,VALUE,10,23
2,VAR,16,6
2,VAR,5,7
0,MULTI,4,0
3,VALUE,16,16
0,MULTI,412,183
3,VALUE,96,49
1,CONTROL,15,28
3,VALUE,2,1
1,CONTROL,6,9
0,MULTI,2,9
3,VALUE,6,3
0,MULTI,4,5
0,MULTI,6,4
2,VAR,6,26
2,VAR,2,31
3,VALUE,28,18
0,MULTI,6,1
0,MULTI,3,12
1,CONTROL,7,2
3,VALUE,2,4
2,VAR,25,30
0,MULTI,35,10
0,MULTI,70,14
0,MULTI,330,169
1,CONTROL,1,3
2,VAR,3,5
1,CONTROL,2,3
0,MULTI,10,9
0,MULTI,174,75
3,VALUE,4,9
1,CONTROL,40,12
0,MULTI,7,11
0,MULTI,67,30
0,MULTI,2,12
0,MULTI,22,28
0,MULTI,1,4
0,MULTI,709,199
0,MULTI,4,12
2,VAR,84,118
3,VALUE,34,32
2,VAR,11,12
0,MULTI,33,20
2,VAR,5,7
0,MULTI,127,5
3,VALUE,140,32
1,CONTROL,6,26
3,VALUE,1,5
0,MULTI,5,3
2,VAR,53,130
2,VAR,77,41
3,VALUE,3,0
0,MULTI,2,0
1,CONTROL,9,1
2,VAR,2,43
2,VAR,55,75
2,VAR,1,62
0,MULTI,1,1
2,VAR,1,6
0,MULTI,40,2
2,VAR,26,96
0,MULTI,430,62
2,VAR,46,197
0,MULTI,2,9
2,VAR,8,7
3,VALUE,55,52
0,MULTI,8,1
1,CONTROL,17,19
0,MULTI,6,0
1,CONTROL,42,39
1,CONTROL,3,9
1,CONTROL,210,179
3,VALUE,21,33
3,VALUE,36,8
3,VALUE,7,4
3,VALUE,4,2
3,VALUE,18,16
0,MULTI,80,34
0,MULTI,76,38
2,VAR,22,27
0,MULTI,275,7
2,VAR,40,38
3,VALUE,2,15
2,VAR,3,16
0,MULTI,22,6
0,MULTI,10,6
3,VALUE,49,10
1,CONTROL,4,2
1,CONTROL,64,64
1,CONTROL,76,4
3,VALUE,2,2
3,VALUE,10,4
3,VALUE,59,56
3,VALUE,19,19
0,MULTI,158,40
0,MULTI,53,21
1,CONTROL,8,8
1,CONTROL,2,2
3,VALUE,3,4
3,VALUE,2,64
2,VAR,18,63
0,MULTI,2,0
3,VALUE,50,55
0,MULTI,4,0
0,MULTI,4,0
3,VALUE,3,0
2,VAR,4,5
3,VALUE,10,5
3,VALUE,2,0
2,VAR,7,68
1,CONTROL,87,87
0,MULTI,4,9
3,VALUE,50,20
0,MULTI,4,2
3,VALUE,1,3
2,VAR,11,50
3,VALUE,10,6
0,MULTI,18,9
0,MULTI,125,6
0,MULTI,48,2
3,VALUE,186,159
3,VALUE,21,33
1,CONTROL,5,16
0,MULTI,2,1
0,MULTI,4,1
0,MULTI,2,7
1,CONTROL,13,6
2,VAR,3,3
1,CONTROL,4,4
3,VALUE,6,2
1,CONTROL,26,4
0,MULTI,10,0
3,VALUE,12,9
3,VALUE,6,2
0,MULTI,2,2
1,CONTROL,57,53
0,MULTI,51,24
0,MULTI,5,1
2,VAR,1,39
0,MULTI,72,2
1,CONTROL,9,5
2,VAR,3,9
1,CONTROL,3,5
0,MULTI,3,5
3,VALUE,2,0
2,VAR,15,21
3,VALUE,23,6
1,CONTROL,71,32
3,VALUE,4,8
2,VAR,1,2
1,CONTROL,7,7
0,MULTI,2,1
0,MULTI,29,0
0,MULTI,93,69
1,CONTROL,28,2
1,CONTROL,36,3
3,VALUE,14,4
3,VALUE,2,3
3,VALUE,79,116
2,VAR,3,10
2,VAR,37,39
2,VAR,1,9
2,VAR,24,13
0,MULTI,247,97
2,VAR,19,16
0,MULTI,20,6
1,CONTROL,45,9
2,VAR,29,42
0,MULTI,2,2
0,MULTI,3,0
2,VAR,27,19
0,MULTI,17,30
0,MULTI,2,0
3,VALUE,11,30
0,MULTI,21,6
2,VAR,66,30
2,VAR,8,3
1,CONTROL,17,21
0,MULTI,84,30
2,VAR,9,8
3,VALUE,1,2
0,MULTI,58,16
0,MULTI,18,34
0,MULTI,27,5
1,CONTROL,12,4
2,VAR,13,15
0,MULTI,126,142
3,VALUE,2,5
2,VAR,94,92
2,VAR,2,4
2,VAR,35,86
0,MULTI,15,15
0,MULTI,1,34
3,VALUE,54,2
0,MULTI,116,19
0,MULTI,13,30
2,VAR,26,26
1,CONTROL,27,27
2,VAR,1,15
1,CONTROL,114,1
1,CONTROL,2,2
2,VAR,1,3
1,CONTROL,29,4
0,MULTI,95,19
1,CONTROL,1,7
0,MULTI,10,14
3,VALUE,1,2
2,VAR,1,2
1,CONTROL,67,8
1,CONTROL,2,2
0,MULTI,14,13
2,VAR,10,14
0,MULTI,105,48
3,VALUE,17,27
0,MULTI,6,2
0,MULTI,51,27
2,VAR,8,7
1,CONTROL,26,2
3,VALUE,4,0
3,VALUE,34,27
1,CONTROL,39,4
1,CONTROL,7,7
0,MULTI,2,3
0,MULTI,39,22
3,VALUE,12,5
1,CONTROL,4,7
2,VAR,24,148
1,CONTROL,3,3
0,MULTI,5,2
0,MULTI,8,2
2,VAR,2,3
0,MULTI,17,20
2,VAR,3,4
1,CONTROL,3,8
1,CONTROL,27,27
0,MULTI,13,5
2,VAR,18,18
1,CONTROL,2,2
3,VALUE,4,4
3,VALUE,7,42
1,CONTROL,11,11
1,CONTROL,12,12
1,CONTROL,8,8
3,VALUE,4,2
2,VAR,3,1
0,MULTI,23,7
0,MULTI,2,4
0,MULTI,6,11
0,MULTI,13,10
1,CONTROL,3,1
3,VALUE,3,5
2,VAR,287,238
3,VALUE,3,1
0,MULTI,38,4
1,CONTROL,1,8
0,MULTI,105,24
3,VALUE,17,6
0,MULTI,53,14
0,MULTI,35,13
0,MULTI,36,154
1,CONTROL,1,2
2,VAR,22,36
3,VALUE,20,35
1,CONTROL,30,37
2,VAR,46,51
1,CONTROL,4,64
2,VAR,10,15
1,CONTROL,10,40
1,CONTROL,18,16
3,VALUE,2,23
1,CONTROL,53,12
2,VAR,39,58
2,VAR,75,33
3,VALUE,79,62
3,VALUE,28,21
0,MULTI,8,19
1,CONTROL,6,5
3,VALUE,18,18
0,MULTI,1,4
3,VALUE,5,17
0,MULTI,22,2
2,VAR,2,4
3,VALUE,1,1
2,VAR,49,49
0,MULTI,7,7
2,VAR,10,9
2,VAR,4,4
3,VALUE,2,2
2,VAR,10,10
3,VALUE,2,0
3,VALUE,364,497
0,MULTI,3,3
0,MULTI,2,7
1,CONTROL,24,11
3,VALUE,8,3
3,VALUE,45,55
2,VAR,28,57
1,CONTROL,28,12
2,VAR,9,11
0,MULTI,30,2
0,MULTI,8,95
0,MULTI,9,3
1,CONTROL,115,49
2,VAR,21,14
0,MULTI,67,7
1,CONTROL,6,4
2,VAR,6,8
1,CONTROL,2,3
1,CONTROL,4,4
1,CONTROL,8,2
1,CONTROL,2,6
2,VAR,5,7
3,VALUE,22,8
3,VALUE,2,0
3,VALUE,5,6
3,VALUE,53,74
1,CONTROL,26,41
2,VAR,49,71
1,CONTROL,3,3
3,VALUE,1,1
3,VALUE,8,4
0,MULTI,92,47
1,CONTROL,10,10
1,CONTROL,12,34
3,VALUE,10,5
0,MULTI,16,102
3,VALUE,1,0
0,MULTI,95,18
1,CONTROL,24,24
3,VALUE,6,8
0,MULTI,6,0
2,VAR,9,5
3,VALUE,2,2
2,VAR,8,9
0,MULTI,28,10
2,VAR,10,11
2,VAR,6,10
0,MULTI,3,1
1,CONTROL,12,3
3,VALUE,3,0
2,VAR,2,5
1,CONTROL,93,98
2,VAR,54,75
0,MULTI,148,23
1,CONTROL,5,8
0,MULTI,110,34
3,VALUE,3,3
0,MULTI,22,9
3,VALUE,6,4
1,CONTROL,318,16
0,MULTI,79,37
0,MULTI,1,1
0,MULTI,46,19
2,VAR,13,2
1,CONTROL,46,8
3,VALUE,36,35
0,MULTI,2,1
3,VALUE,4,1
0,MULTI,2,43
0,MULTI,11,6
2,VAR,2,26
2,VAR,7,7
0,MULTI,6,2
0,MULTI,67,21
0,MULTI,167,35
1,CONTROL,2,9
3,VALUE,15,10
0,MULTI,14,374
3,VALUE,12,36
0,MULTI,5,2
2,VAR,15,22
2,VAR,14,26
0,MULTI,2,5
1,CONTROL,5,24
0,MULTI,7,3
0,MULTI,80,26
1,CONTROL,4,4
2,VAR,2,6
0,MULTI,57,30
2,VAR,36,35
2,VAR,3,13
2,VAR,20,33
1,CONTROL,1,16
2,VAR,5,6
3,VALUE,32,44
3,VALUE,2,6
0,MULTI,41,11
2,VAR,7,10
3,VALUE,2,0
1,CONTROL,1,1
0,MULTI,14,80
3,VALUE,4,2
2,VAR,9,37
2,VAR,7,15
0,MULTI,2,22
0,MULTI,40,17
1,CONTROL,43,33
3,VALUE,19,15
2,VAR,1,2
0,MULTI,16,14
3,VALUE,3,2
3,VALUE,8,26
0,MULTI,10,40
3,VALUE,2,8
1,CONTROL,229,30
3,VALUE,2,9
0,MULTI,2,2
0,MULTI,34,43
3,VALUE,3,14
1,CONTROL,9,11
3,VALUE,1,9
3,VALUE,2,6
0,MULTI,12,0
0,MULTI,62,17
0,MULTI,4,4
2,VAR,11,12
0,MULTI,6,2
0,MULTI,10,5
3,VALUE,32,32
3,VALUE,4,0
0,MULTI,179,26
1,CONTROL,25,15
2,VAR,28,28
1,CONTROL,16,16
3,VALUE,1,1
0,MULTI,137,59
1,CONTROL,17,41
1,CONTROL,24,2
3,VALUE,3,6
1,CONTROL,2,1
0,MULTI,2,10
0,MULTI,903,74
0,MULTI,22,3
3,VALUE,2,2
1,CONTROL,19,69
3,VALUE,5,0
1,CONTROL,76,15
1,CONTROL,2,2
0,MULTI,21,6
1,CONTROL,16,9
0,MULTI,39,51
3,VALUE,13,10
2,VAR,25,27
2,VAR,6,10
2,VAR,17,26
1,CONTROL,3,4
1,CONTROL,25,13
1,CONTROL,12,44
2,VAR,29,105
3,VALUE,8,2
3,VALUE,2,4
0,MULTI,44,26
0,MULTI,156,29
1,CONTROL,6,17
0,MULTI,42,3
0,MULTI,359,5
1,CONTROL,7,5
1,CONTROL,3,3
1,CONTROL,9,40
3,VALUE,6,0
3,VALUE,34,23
0,MULTI,12,4
2,VAR,4,4
2,VAR,241,349
0,MULTI,3,0
0,MULTI,1,1
2,VAR,2,3
3,VALUE,215,50
3,VALUE,27,47
3,VALUE,28,61
0,MULTI,56,231
3,VALUE,5,7
1,CONTROL,7,7
0,MULTI,24,11
0,MULTI,14,12
0,MULTI,60,26
3,VALUE,1,1
3,VALUE,23,30
3,VALUE,4,4
3,VALUE,125,58
3,VALUE,77,96
0,MULTI,50,17
3,VALUE,4,4
0,MULTI,10,15
0,MULTI,5,5
0,MULTI,2,0
3,VALUE,7,2
0,MULTI,24,12
0,MULTI,40,24
2,VAR,11,9
0,MULTI,33,4
3,VALUE,56,11
3,VALUE,23,21
2,VAR,30,24
3,VALUE,23,16
1,CONTROL,11,13
1,CONTROL,45,6
1,CONTROL,10,65
0,MULTI,34,6
1,CONTROL,7,18
3,VALUE,50,68
1,CONTROL,30,56
3,VALUE,5,4
1,CONTROL,1,1
0,MULTI,189,58
3,VALUE,19,61
3,VALUE,4,1
0,MULTI,2,16
0,MULTI,27,6
0,MULTI,62,12
3,VALUE,34,31
2,VAR,14,26
0,MULTI,7,6
3,VALUE,22,24
2,VAR,60,169
2,VAR,3,1
2,VAR,19,38
0,MULTI,53,15
2,VAR,10,10
2,VAR,2,3
1,CONTROL,14,4
2,VAR,8,8
3,VALUE,3,0
2,VAR,4,6
1,CONTROL,37,47
3,VALUE,8,6
3,VALUE,6,16
2,VAR,7,11
1,CONTROL,20,4
1,CONTROL,228,46
1,CONTROL,94,120
1,CONTROL,236,63
0,MULTI,22,44
3,VALUE,4,26
0,MULTI,2,1
0,MULTI,34,11
3,VALUE,15,4
2,VAR,4,29
3,VALUE,9,0
0,MULTI,6,0
2,VAR,18,18
2,VAR,13,14
1,CONTROL,6,3
0,MULTI,142,12
3,VALUE,8,7
2,VAR,9,11
3,VALUE,54,37
2,VAR,4,18
3,VALUE,5,0
0,MULTI,7,1
1,CONTROL,11,6
2,VAR,184,161
2,VAR,3,3
1,CONTROL,98,98
3,VALUE,2,0
0,MULTI,23,2
2,VAR,1,18
0,MULTI,97,5
0,MULTI,18,5
3,VALUE,3,0
1,CONTROL,13,0
3,VALUE,25,8
0,MULTI,518,341
3,VALUE,8,5
3,VALUE,69,60
3,VALUE,8,2
0,MULTI,13,5
0,MULTI,41,12
0,MULTI,107,84
2,VAR,26,12
3,VALUE,1,1
2,VAR,4,2
0,MULTI,2,0
3,VALUE,4,2
2,VAR,6,32
2,VAR,1,2
3,VALUE,18,27
0,MULTI,30,14
3,VALUE,79,35
3,VALUE,510,38
3,VALUE,8,11
0,MULTI,176,22
0,MULTI,37,6
2,VAR,33,67
0,MULTI,14,2
3,VALUE,1,3
0,MULTI,4,5
1,CONTROL,4,10
0,MULTI,18,26
3,VALUE,46,50
3,VALUE,3,7
0,MULTI,30,8
0,MULTI,359,144
3,VALUE,47,18
2,VAR,17,14
3,VALUE,322,113
1,CONTROL,397,93
3,VALUE,12,9
1,CONTROL,255,30
1,CONTROL,8,15
2,VAR,3,5
1,CONTROL,13,16
3,VALUE,1,2
3,VALUE,10,2
0,MULTI,31,11
0,MULTI,4,48
1,CONTROL,4,7
1,CONTROL,5,18
0,MULTI,13,2
0,MULTI,1,3
0,MULTI,430,146
1,CONTROL,14,30
3,VALUE,12,30
1,CONTROL,4,4
1,CONTROL,5,5
1,CONTROL,59,18
1,CONTROL,21,37
1,CONTROL,2,13
3,VALUE,9,6
0,MULTI,4,5
3,VALUE,2,0
3,VALUE,6,0
0,MULTI,5,6
1,CONTROL,60,12
3,VALUE,1,1
2,VAR,26,22
1,CONTROL,7,9
0,MULTI,2,0
1,CONTROL,2,4
1,CONTROL,4,6
2,VAR,89,59
2,VAR,3,7
3,VALUE,15,10
0,MULTI,9,5
2,VAR,18,21
3,VALUE,4,1
3,VALUE,108,5
1,CONTROL,10,25
1,CONTROL,9,11
0,MULTI,254,100
0,MULTI,203,69
0,MULTI,4,0
2,VAR,110,86
1,CONTROL,17,14
2,VAR,2,13
1,CONTROL,27,27
0,MULTI,9,0
3,VALUE,16,0
2,VAR,3,4
3,VALUE,2,0
0,MULTI,5,13
0,MULTI,226,54
3,VALUE,7,8
2,VAR,24,25
1,CONTROL,2,1
3,VALUE,25,22
2,VAR,6,6
0,MULTI,27,13
3,VALUE,28,20
0,MULTI,45,6
0,MULTI,48,26
3,VALUE,16,6
3,VALUE,5,16
2,VAR,30,56
3,VALUE,9,14
3,VALUE,12,6
2,VAR,22,10
0,MULTI,2,5
3,VALUE,6,2
0,MULTI,1,2
0,MULTI,919,28
0,MULTI,19,4
2,VAR,79,118
3,VALUE,51,62
2,VAR,22,36
1,CONTROL,15,12
0,MULTI,104,36
3,VALUE,1,3
1,CONTROL,72,74
0,MULTI,54,6
2,VAR,21,9
2,VAR,5,2
1,CONTROL,8,8
0,MULTI,27,0
0,MULTI,17,9
2,VAR,28,22
3,VALUE,4,29
3,VALUE,6,12
0,MULTI,2,6
1,CONTROL,1,6
0,MULTI,4,1
0,MULTI,3,2
1,CONTROL,6,6
0,MULTI,47,57
3,VALUE,4,11
2,VAR,9,6
1,CONTROL,5,47
1,CONTROL,2,4
0,MULTI,3,1
0,MULTI,41,13
3,VALUE,4,2
0,MULTI,139,14
0,MULTI,4,3
3,VALUE,1,1
1,CONTROL,2,11
3,VALUE,27,22
0,MULTI,27,60
2,VAR,35,68
0,MULTI,2,2
0,MULTI,4,2
0,MULTI,23,43
0,MULTI,12,12
0,MULTI,7,10
2,VAR,2,15
1,CONTROL,16,22
2,VAR,9,5
1,CONTROL,9,1
2,VAR,7,96
1,CONTROL,5,2
2,VAR,58,23
3,VALUE,6,10
3,VALUE,93,100
3,VALUE,2,5
2,VAR,6,15
3,VALUE,2,161
3,VALUE,1,24
2,VAR,2,1
3,VALUE,6,0
1,CONTROL,3,4
1,CONTROL,10,2
1,CONTROL,38,55
0,MULTI,23,2
3,VALUE,8,13
0,MULTI,36,11
2,VAR,116,131
3,VALUE,52,53
1,CONTROL,10,12
1,CONTROL,93,41
2,VAR,9,26
0,MULTI,6,5
3,VALUE,49,54
0,MULTI,18,3
2,VAR,7,10
2,VAR,2,7
1,CONTROL,200,171
0,MULTI,4,36
1,CONTROL,3,25
0,MULTI,5,1
2,VAR,379,497
0,MULTI,4,9
3,VALUE,5,14
3,VALUE,4,2
1,CONTROL,6,172
0,MULTI,28,14
2,VAR,5,6
0,MULTI,44,6
1,CONTROL,1,9
2,VAR,6,9
1,CONTROL,6,17
1,CONTROL,1,14
0,MULTI,186,153
1,CONTROL,6,8
1,CONTROL,9,1
3,VALUE,4,0
0,MULTI,122,10
3,VALUE,2,0
3,VALUE,2,0
2,VAR,83,96
1,CONTROL,5,1
0,MULTI,11,21
0,MULTI,2,4
2,VAR,14,16
2,VAR,2,3
3,VALUE,75,34
0,MULTI,35,11
0,MULTI,398,20
0,MULTI,76,3
3,VALUE,5,14
2,VAR,95,138
3,VALUE,1,3
3,VALUE,27,16
2,VAR,5,26
0,MULTI,69,19
3,VALUE,2,10
3,VALUE,112,100
2,VAR,45,29
1,CONTROL,4,10
3,VALUE,37,30
2,VAR,4,7
3,VALUE,3,3
3,VALUE,25,11
3,VALUE,5,9
0,MULTI,3,0
0,MULTI,75,1
0,MULTI,78,88
1,CONTROL,32,33
3,VALUE,4,0
3,VALUE,8,87
3,VALUE,8,1
2,VAR,11,9
1,CONTROL,2,8
3,VALUE,116,9
1,CONTROL,11,11
1,CONTROL,25,27
0,MULTI,270,76
1,CONTROL,8,12
3,VALUE,119,52
0,MULTI,8,2
1,CONTROL,4,4
2,VAR,3,3
0,MULTI,4,0
1,CONTROL,42,105
2,VAR,10,33
1,CONTROL,3,16
0,MULTI,115,23
0,MULTI,8,0
2,VAR,1,2
3,VALUE,6,16
0,MULTI,1,5
1,CONTROL,1,4
3,VALUE,13,16
0,MULTI,2,4
3,VALUE,24,18
2,VAR,2,8
0,MULTI,5,3
2,VAR,1,1
1,CONTROL,9,6
1,CONTROL,5,7
2,VAR,3,5
2,VAR,10,7
2,VAR,22,7
0,MULTI,7,3
2,VAR,5,12
3,VALUE,3,0
1,CONTROL,52,53
1,CONTROL,14,30
0,MULTI,185,70
0,MULTI,31,25
3,VALUE,1,4
0,MULTI,46,64
2,VAR,4,4
1,CONTROL,44,32
0,MULTI,4,17
3,VALUE,2,5
1,CONTROL,13,10
3,VALUE,14,10
0,MULTI,4,6
1,CONTROL,11,8
2,VAR,6,8
1,CONTROL,30,2
1,CONTROL,1,5
0,MULTI,5,1
0,MULTI,269,31
2,VAR,7,10
0,MULTI,42,9
3,VALUE,2,8
0,MULTI,11,3
0,MULTI,110,55
0,MULTI,11,12
2,VAR,4,8
1,CONTROL,7,21
0,MULTI,41,11
0,MULTI,15,34
3,VALUE,10,0
3,VALUE,13,9
1,CONTROL,32,31
0,MULTI,6,0
2,VAR,7,7
3,VALUE,2,0
3,VALUE,10,13
0,MULTI,16,0
3,VALUE,70,107
0,MULTI,39,14
0,MULTI,27,9
3,VALUE,10,5
2,VAR,19,19
0,MULTI,2,60
0,MULTI,43,22
0,MULTI,54,68
0,MULTI,1,0
3,VALUE,2,25
1,CONTROL,63,217
1,CONTROL,43,36
2,VAR,13,1
3,VALUE,10,0
2,VAR,6,13
1,CONTROL,69,80
3,VALUE,2,4
0,MULTI,2,5
0,MULTI,10,5
0,MULTI,3,11
3,VALUE,16,0
3,VALUE,67,29
2,VAR,12,18
3,VALUE,47,78
1,CONTROL,5,5
0,MULTI,18,5
0,MULTI,3,0
2,VAR,12,6
1,CONTROL,52,107
0,MULTI,6,3
0,MULTI,1,2
1,CONTROL,4,13
2,VAR,13,10
2,VAR,2,3
2,VAR,6,4
0,MULTI,14,153
3,VALUE,14,7
0,MULTI,114,19
0,MULTI,25,20
0,MULTI,2,2
0,MULTI,4,0
2,VAR,2,3
0,MULTI,18,4
3,VALUE,8,0
2,VAR,2,2
2,VAR,8,17
2,VAR,22,108
2,VAR,12,7
1,CONTROL,3,2
0,MULTI,32,8
3,VALUE,6,35
2,VAR,2,4
3,VALUE,6,3
2,VAR,3,37
1,CONTROL,13,13
1,CONTROL,10,12
3,VALUE,14,7
0,MULTI,180,82
2,VAR,2,4
1,CONTROL,15,57
1,CONTROL,495,84
3,VALUE,25,50
0,MULTI,12,9
2,VAR,6,4
3,VALUE,69,31
2,VAR,3,120
3,VALUE,2,3
1,CONTROL,2,8
3,VALUE,5,4
0,MULTI,1,8
3,VALUE,2,2
1,CONTROL,2,3
1,CONTROL,68,87
0,MULTI,23,13
2,VAR,25,19
2,VAR,14,30
3,VALUE,8,8
3,VALUE,13,6
3,VALUE,74,108
0,MULTI,4,8
0,MULTI,31,8
3,VALUE,1,2
3,VALUE,16,0
1,CONTROL,18,22
3,VALUE,23,8
2,VAR,2,9
0,MULTI,15,9
1,CONTROL,13,39
1,CONTROL,8,8
1,CONTROL,50,10
2,VAR,66,49
2,VAR,11,7
1,CONTROL,13,0
0,MULTI,31,20
0,MULTI,28,9
2,VAR,22,23
0,MULTI,4,3
2,VAR,10,34
0,MULTI,52,18
