Ordinal,Type,Added,AST
5,LINE,5,3
4,AST,3,3
0,MULTI,1,3
1,CONTROL,1,3
5,LINE,31,28
4,AST,28,28
0,MULTI,54,28
1,CONTROL,23,28
2,VAR,10,28
3,VALUE,21,28
5,LINE,6,6
4,AST,6,6
5,LINE,2,0
5,LINE,2,2
4,AST,2,2
0,MULTI,1,2
3,VALUE,1,2
5,LINE,11,0
5,LINE,19,0
5,LINE,34,0
5,LINE,16,25
4,AST,25,25
5,LINE,8,8
4,AST,8,8
5,LINE,20,12
4,AST,12,12
5,LINE,21,13
4,AST,13,13
0,MULTI,94,13
1,CONTROL,23,13
2,VAR,27,13
3,VALUE,44,13
5,LINE,21,15
4,AST,15,15
0,MULTI,12,15
1,CONTROL,1,15
2,VAR,5,15
3,VALUE,6,15
5,LINE,1,1
4,AST,1,1
0,MULTI,3,1
1,CONTROL,3,1
5,LINE,12,8
4,AST,8,8
0,MULTI,14,8
1,CONTROL,4,8
2,VAR,4,8
3,VALUE,6,8
5,LINE,2,0
5,LINE,1,3
4,AST,3,3
5,LINE,4,0
5,LINE,2,2
4,AST,2,2
0,MULTI,2,2
3,VALUE,2,2
5,LINE,4,2
4,AST,2,2
5,LINE,12,0
0,MULTI,4,0
2,VAR,2,0
3,VALUE,2,0
5,LINE,4,2
4,AST,2,2
0,MULTI,4,2
2,VAR,2,2
3,VALUE,2,2
5,LINE,12,7
4,AST,7,7
5,LINE,2,2
4,AST,2,2
5,LINE,46,34
4,AST,34,34
0,MULTI,110,34
1,CONTROL,45,34
2,VAR,36,34
3,VALUE,29,34
5,LINE,1,0
5,LINE,6,6
4,AST,6,6
5,LINE,12,10
4,AST,10,10
0,MULTI,4,10
1,CONTROL,4,10
5,LINE,41,0
5,LINE,4,4
4,AST,4,4
5,LINE,8,6
4,AST,6,6
0,MULTI,21,6
1,CONTROL,6,6
2,VAR,7,6
3,VALUE,8,6
5,LINE,2,2
4,AST,2,2
0,MULTI,2,2
3,VALUE,2,2
5,LINE,92,52
4,AST,52,52
5,LINE,1,1
4,AST,1,1
5,LINE,13,9
4,AST,9,9
0,MULTI,32,9
1,CONTROL,14,9
2,VAR,7,9
3,VALUE,11,9
5,LINE,23,18
4,AST,18,18
0,MULTI,68,18
1,CONTROL,40,18
2,VAR,2,18
3,VALUE,26,18
5,LINE,6,4
4,AST,4,4
5,LINE,8,5
4,AST,5,5
0,MULTI,13,5
1,CONTROL,6,5
2,VAR,3,5
3,VALUE,4,5
5,LINE,6,0
0,MULTI,8,0
3,VALUE,8,0
5,LINE,2,2
4,AST,2,2
5,LINE,15,8
4,AST,8,8
5,LINE,67,0
5,LINE,2,0
5,LINE,8,7
4,AST,7,7
0,MULTI,2,7
2,VAR,1,7
3,VALUE,1,7
5,LINE,20,8
4,AST,8,8
0,MULTI,28,8
1,CONTROL,8,8
2,VAR,10,8
3,VALUE,10,8
5,LINE,44,18
4,AST,18,18
5,LINE,26,11
4,AST,11,11
0,MULTI,37,11
1,CONTROL,4,11
2,VAR,16,11
3,VALUE,17,11
5,LINE,40,27
4,AST,27,27
5,LINE,15,5
4,AST,5,5
5,LINE,6,5
4,AST,5,5
0,MULTI,11,5
2,VAR,5,5
3,VALUE,6,5
5,LINE,111,26
4,AST,26,26
0,MULTI,179,26
1,CONTROL,72,26
2,VAR,48,26
3,VALUE,59,26
5,LINE,46,0
5,LINE,6,4
4,AST,4,4
0,MULTI,13,4
1,CONTROL,4,4
2,VAR,4,4
3,VALUE,5,4
5,LINE,4,1
4,AST,1,1
5,LINE,10,8
4,AST,8,8
5,LINE,10,7
4,AST,7,7
0,MULTI,11,7
3,VALUE,11,7
5,LINE,5,4
4,AST,4,4
0,MULTI,3,4
2,VAR,2,4
3,VALUE,1,4
5,LINE,5,0
5,LINE,12,8
4,AST,8,8
5,LINE,1,0
5,LINE,4,3
4,AST,3,3
5,LINE,2,1
4,AST,1,1
5,LINE,23,12
4,AST,12,12
0,MULTI,20,12
1,CONTROL,12,12
2,VAR,3,12
3,VALUE,5,12
5,LINE,2,0
5,LINE,3,1
4,AST,1,1
5,LINE,1,1
4,AST,1,1
0,MULTI,1,1
1,CONTROL,1,1
5,LINE,3,6
4,AST,6,6
5,LINE,10,0
5,LINE,3,1
4,AST,1,1
0,MULTI,7,1
2,VAR,3,1
3,VALUE,4,1
5,LINE,80,54
4,AST,54,54
5,LINE,12,8
4,AST,8,8
5,LINE,10,6
4,AST,6,6
5,LINE,8,0
5,LINE,21,7
4,AST,7,7
5,LINE,27,26
4,AST,26,26
5,LINE,4,0
5,LINE,8,3
4,AST,3,3
0,MULTI,13,3
1,CONTROL,4,3
2,VAR,5,3
3,VALUE,4,3
5,LINE,22,0
5,LINE,5,3
4,AST,3,3
0,MULTI,5,3
1,CONTROL,3,3
3,VALUE,2,3
5,LINE,2,2
4,AST,2,2
5,LINE,50,28
4,AST,28,28
5,LINE,17,9
4,AST,9,9
5,LINE,2,0
5,LINE,2,2
4,AST,2,2
0,MULTI,4,2
3,VALUE,4,2
5,LINE,12,34
4,AST,34,34
0,MULTI,126,34
1,CONTROL,25,34
2,VAR,31,34
3,VALUE,70,34
5,LINE,11,0
5,LINE,10,18
4,AST,18,18
5,LINE,4,0
5,LINE,12,0
5,LINE,8,1
4,AST,1,1
5,LINE,11,10
4,AST,10,10
0,MULTI,16,10
1,CONTROL,4,10
2,VAR,5,10
3,VALUE,7,10
5,LINE,8,2
4,AST,2,2
0,MULTI,1,2
1,CONTROL,1,2
5,LINE,11,0
5,LINE,15,7
4,AST,7,7
5,LINE,57,26
4,AST,26,26
0,MULTI,48,26
1,CONTROL,7,26
2,VAR,21,26
3,VALUE,20,26
5,LINE,9,9
4,AST,9,9
0,MULTI,44,9
1,CONTROL,34,9
2,VAR,5,9
3,VALUE,5,9
5,LINE,6,0
5,LINE,4,4
4,AST,4,4
0,MULTI,8,4
3,VALUE,8,4
5,LINE,32,21
4,AST,21,21
0,MULTI,75,21
1,CONTROL,21,21
2,VAR,26,21
3,VALUE,28,21
5,LINE,2,0
5,LINE,2,2
4,AST,2,2
0,MULTI,2,2
3,VALUE,2,2
5,LINE,9,0
0,MULTI,2,0
3,VALUE,2,0
5,LINE,7,3
4,AST,3,3
5,LINE,13,0
5,LINE,22,16
4,AST,16,16
0,MULTI,27,16
1,CONTROL,5,16
2,VAR,11,16
3,VALUE,11,16
5,LINE,28,1
4,AST,1,1
0,MULTI,4,1
3,VALUE,4,1
5,LINE,39,28
4,AST,28,28
0,MULTI,19,28
3,VALUE,19,28
5,LINE,27,1
4,AST,1,1
0,MULTI,4,1
2,VAR,2,1
3,VALUE,2,1
5,LINE,28,16
4,AST,16,16
5,LINE,10,5
4,AST,5,5
5,LINE,2,0
5,LINE,24,0
5,LINE,2,2
4,AST,2,2
5,LINE,1,0
5,LINE,11,0
5,LINE,5,0
5,LINE,17,3
4,AST,3,3
0,MULTI,2,3
3,VALUE,2,3
5,LINE,53,86
4,AST,86,86
0,MULTI,44,86
1,CONTROL,17,86
2,VAR,18,86
3,VALUE,9,86
5,LINE,24,17
4,AST,17,17
5,LINE,1,1
4,AST,1,1
5,LINE,2,0
5,LINE,2,2
4,AST,2,2
5,LINE,9,1
4,AST,1,1
5,LINE,17,2
4,AST,2,2
0,MULTI,6,2
1,CONTROL,2,2
2,VAR,2,2
3,VALUE,2,2
5,LINE,4,0
5,LINE,2,2
4,AST,2,2
5,LINE,6,5
4,AST,5,5
5,LINE,2,0
5,LINE,20,19
4,AST,19,19
5,LINE,22,0
5,LINE,2,1
4,AST,1,1
5,LINE,86,0
5,LINE,6,6
4,AST,6,6
5,LINE,2,0
5,LINE,17,0
5,LINE,16,11
4,AST,11,11
5,LINE,4,0
5,LINE,4,0
5,LINE,18,10
4,AST,10,10
5,LINE,4,4
4,AST,4,4
0,MULTI,10,4
3,VALUE,10,4
5,LINE,7,6
4,AST,6,6
5,LINE,69,32
4,AST,32,32
0,MULTI,119,32
1,CONTROL,30,32
2,VAR,45,32
3,VALUE,44,32
5,LINE,45,19
4,AST,19,19
5,LINE,19,15
4,AST,15,15
5,LINE,12,3
4,AST,3,3
0,MULTI,18,3
1,CONTROL,3,3
2,VAR,4,3
3,VALUE,11,3
5,LINE,2,0
5,LINE,3,0
5,LINE,8,3
4,AST,3,3
0,MULTI,13,3
3,VALUE,13,3
5,LINE,34,8
4,AST,8,8
0,MULTI,14,8
1,CONTROL,8,8
2,VAR,6,8
5,LINE,6,0
5,LINE,1,0
5,LINE,9,1
4,AST,1,1
5,LINE,18,12
4,AST,12,12
0,MULTI,38,12
1,CONTROL,10,12
2,VAR,14,12
3,VALUE,14,12
5,LINE,2,2
4,AST,2,2
5,LINE,40,32
4,AST,32,32
0,MULTI,1,32
1,CONTROL,1,32
5,LINE,17,0
5,LINE,117,112
4,AST,112,112
0,MULTI,50,112
1,CONTROL,22,112
2,VAR,14,112
3,VALUE,14,112
5,LINE,24,20
4,AST,20,20
5,LINE,4,0
5,LINE,6,6
4,AST,6,6
0,MULTI,8,6
1,CONTROL,8,6
5,LINE,17,0
5,LINE,2,1
4,AST,1,1
5,LINE,18,13
4,AST,13,13
0,MULTI,72,13
1,CONTROL,32,13
2,VAR,15,13
3,VALUE,25,13
5,LINE,6,4
4,AST,4,4
5,LINE,10,4
4,AST,4,4
0,MULTI,19,4
1,CONTROL,2,4
2,VAR,6,4
3,VALUE,11,4
5,LINE,2,1
4,AST,1,1
5,LINE,1,0
5,LINE,18,16
4,AST,16,16
5,LINE,20,7
4,AST,7,7
5,LINE,4,0
5,LINE,54,39
4,AST,39,39
5,LINE,2,2
4,AST,2,2
0,MULTI,6,2
3,VALUE,6,2
5,LINE,47,36
4,AST,36,36
5,LINE,10,0
5,LINE,12,7
4,AST,7,7
5,LINE,228,119
4,AST,119,119
0,MULTI,177,119
1,CONTROL,74,119
2,VAR,63,119
3,VALUE,40,119
5,LINE,2,0
5,LINE,4,4
4,AST,4,4
5,LINE,6,6
4,AST,6,6
5,LINE,26,29
4,AST,29,29
5,LINE,42,27
4,AST,27,27
0,MULTI,22,27
1,CONTROL,8,27
2,VAR,4,27
3,VALUE,10,27
5,LINE,5,3
4,AST,3,3
5,LINE,4,0
5,LINE,14,4
4,AST,4,4
0,MULTI,8,4
3,VALUE,8,4
5,LINE,74,38
4,AST,38,38
0,MULTI,84,38
1,CONTROL,25,38
2,VAR,27,38
3,VALUE,32,38
5,LINE,4,2
4,AST,2,2
5,LINE,5,2
4,AST,2,2
0,MULTI,1,2
3,VALUE,1,2
5,LINE,2,0
5,LINE,23,17
4,AST,17,17
0,MULTI,2,17
2,VAR,1,17
3,VALUE,1,17
5,LINE,2,2
4,AST,2,2
0,MULTI,2,2
2,VAR,2,2
5,LINE,100,0
5,LINE,13,8
4,AST,8,8
5,LINE,22,22
4,AST,22,22
5,LINE,5,0
5,LINE,6,4
4,AST,4,4
5,LINE,8,0
5,LINE,4,0
5,LINE,2,1
4,AST,1,1
5,LINE,45,21
4,AST,21,21
5,LINE,2,0
5,LINE,15,0
0,MULTI,5,0
3,VALUE,5,0
5,LINE,18,11
4,AST,11,11
5,LINE,6,3
4,AST,3,3
0,MULTI,20,3
1,CONTROL,14,3
2,VAR,2,3
3,VALUE,4,3
5,LINE,2,0
5,LINE,21,16
4,AST,16,16
0,MULTI,30,16
1,CONTROL,9,16
2,VAR,10,16
3,VALUE,11,16
5,LINE,11,2
4,AST,2,2
0,MULTI,8,2
2,VAR,5,2
3,VALUE,3,2
5,LINE,1,1
4,AST,1,1
5,LINE,4,4
4,AST,4,4
0,MULTI,8,4
2,VAR,4,4
3,VALUE,4,4
5,LINE,14,0
5,LINE,6,4
4,AST,4,4
0,MULTI,1,4
3,VALUE,1,4
5,LINE,4,2
4,AST,2,2
0,MULTI,19,2
1,CONTROL,2,2
2,VAR,4,2
3,VALUE,13,2
5,LINE,2,2
4,AST,2,2
5,LINE,2,0
5,LINE,4,0
5,LINE,7,7
4,AST,7,7
0,MULTI,2,7
3,VALUE,2,7
5,LINE,13,10
4,AST,10,10
0,MULTI,17,10
1,CONTROL,9,10
2,VAR,4,10
3,VALUE,4,10
5,LINE,9,10
4,AST,10,10
0,MULTI,23,10
1,CONTROL,13,10
2,VAR,3,10
3,VALUE,7,10
5,LINE,318,0
5,LINE,2,2
4,AST,2,2
5,LINE,12,20
4,AST,20,20
5,LINE,2,2
4,AST,2,2
5,LINE,1,0
5,LINE,4,4
4,AST,4,4
0,MULTI,6,4
2,VAR,2,4
3,VALUE,4,4
5,LINE,41,0
5,LINE,32,16
4,AST,16,16
5,LINE,49,44
4,AST,44,44
5,LINE,3,1
4,AST,1,1
0,MULTI,2,1
2,VAR,1,1
3,VALUE,1,1
5,LINE,93,55
4,AST,55,55
0,MULTI,41,55
1,CONTROL,28,55
2,VAR,6,55
3,VALUE,7,55
5,LINE,12,8
4,AST,8,8
0,MULTI,15,8
2,VAR,7,8
3,VALUE,8,8
5,LINE,13,7
4,AST,7,7
0,MULTI,13,7
1,CONTROL,3,7
2,VAR,5,7
3,VALUE,5,7
5,LINE,6,1
4,AST,1,1
5,LINE,118,60
4,AST,60,60
5,LINE,1,1
4,AST,1,1
5,LINE,2,0
0,MULTI,2,0
3,VALUE,2,0
5,LINE,19,7
4,AST,7,7
0,MULTI,18,7
1,CONTROL,7,7
2,VAR,5,7
3,VALUE,6,7
5,LINE,42,0
5,LINE,9,6
4,AST,6,6
5,LINE,109,0
5,LINE,6,6
4,AST,6,6
5,LINE,31,12
4,AST,12,12
0,MULTI,28,12
1,CONTROL,4,12
2,VAR,5,12
3,VALUE,19,12
5,LINE,25,2
4,AST,2,2
5,LINE,6,4
4,AST,4,4
5,LINE,2,0
5,LINE,112,68
4,AST,68,68
0,MULTI,265,68
1,CONTROL,60,68
2,VAR,96,68
3,VALUE,109,68
5,LINE,2,2
4,AST,2,2
5,LINE,28,12
4,AST,12,12
0,MULTI,45,12
1,CONTROL,6,12
2,VAR,6,12
3,VALUE,33,12
5,LINE,35,0
5,LINE,11,18
4,AST,18,18
5,LINE,6,0
5,LINE,5,0
5,LINE,19,12
4,AST,12,12
0,MULTI,28,12
1,CONTROL,18,12
2,VAR,2,12
3,VALUE,8,12
5,LINE,3,1
4,AST,1,1
0,MULTI,4,1
2,VAR,2,1
3,VALUE,2,1
5,LINE,56,47
4,AST,47,47
0,MULTI,30,47
1,CONTROL,30,47
5,LINE,3,2
4,AST,2,2
5,LINE,6,3
4,AST,3,3
0,MULTI,4,3
2,VAR,2,3
3,VALUE,2,3
5,LINE,2,2
4,AST,2,2
0,MULTI,4,2
3,VALUE,4,2
5,LINE,27,24
4,AST,24,24
0,MULTI,70,24
1,CONTROL,21,24
2,VAR,21,24
3,VALUE,28,24
5,LINE,9,2
4,AST,2,2
5,LINE,2,0
5,LINE,5,6
4,AST,6,6
0,MULTI,13,6
1,CONTROL,2,6
2,VAR,4,6
3,VALUE,7,6
5,LINE,36,0
5,LINE,21,16
4,AST,16,16
5,LINE,10,0
5,LINE,9,656
4,AST,656,656
5,LINE,15,7
4,AST,7,7
0,MULTI,21,7
1,CONTROL,5,7
2,VAR,10,7
3,VALUE,6,7
5,LINE,8,4
4,AST,4,4
5,LINE,18,10
4,AST,10,10
5,LINE,14,0
5,LINE,10,7
4,AST,7,7
0,MULTI,25,7
1,CONTROL,7,7
2,VAR,4,7
3,VALUE,14,7
5,LINE,2,0
5,LINE,1,1
4,AST,1,1
5,LINE,2,2
4,AST,2,2
5,LINE,7,3
4,AST,3,3
5,LINE,30,10
4,AST,10,10
5,LINE,8,4
4,AST,4,4
0,MULTI,6,4
3,VALUE,6,4
5,LINE,19,6
4,AST,6,6
0,MULTI,43,6
1,CONTROL,10,6
2,VAR,14,6
3,VALUE,19,6
5,LINE,50,56
4,AST,56,56
5,LINE,41,35
4,AST,35,35
5,LINE,28,19
4,AST,19,19
0,MULTI,32,19
1,CONTROL,8,19
2,VAR,12,19
3,VALUE,12,19
5,LINE,2,2
4,AST,2,2
5,LINE,4,0
5,LINE,15,8
4,AST,8,8
0,MULTI,26,8
1,CONTROL,8,8
2,VAR,9,8
3,VALUE,9,8
5,LINE,11,0
5,LINE,4,3
4,AST,3,3
5,LINE,2,1
4,AST,1,1
5,LINE,8,0
5,LINE,3,2
4,AST,2,2
0,MULTI,1,2
1,CONTROL,1,2
5,LINE,1,5
4,AST,5,5
0,MULTI,15,5
1,CONTROL,5,5
2,VAR,5,5
3,VALUE,5,5
5,LINE,2,0
5,LINE,33,25
4,AST,25,25
0,MULTI,124,25
1,CONTROL,21,25
2,VAR,24,25
3,VALUE,79,25
5,LINE,77,33
4,AST,33,33
0,MULTI,146,33
1,CONTROL,34,33
2,VAR,54,33
3,VALUE,58,33
5,LINE,8,0
5,LINE,4,4
4,AST,4,4
5,LINE,4,0
5,LINE,6,0
5,LINE,7,4
4,AST,4,4
0,MULTI,45,4
1,CONTROL,15,4
2,VAR,9,4
3,VALUE,21,4
5,LINE,8,4
4,AST,4,4
0,MULTI,15,4
1,CONTROL,4,4
2,VAR,6,4
3,VALUE,5,4
5,LINE,1,5
4,AST,5,5
5,LINE,4,4
4,AST,4,4
0,MULTI,9,4
2,VAR,2,4
3,VALUE,7,4
5,LINE,56,46
4,AST,46,46
5,LINE,21,11
4,AST,11,11
5,LINE,5,2
4,AST,2,2
5,LINE,2,2
4,AST,2,2
5,LINE,16,9
4,AST,9,9
0,MULTI,4,9
2,VAR,2,9
3,VALUE,2,9
5,LINE,58,0
5,LINE,4,2
4,AST,2,2
0,MULTI,23,2
1,CONTROL,19,2
2,VAR,2,2
3,VALUE,2,2
5,LINE,3,1
4,AST,1,1
5,LINE,11,6
4,AST,6,6
0,MULTI,27,6
1,CONTROL,6,6
2,VAR,10,6
3,VALUE,11,6
5,LINE,4,4
4,AST,4,4
5,LINE,7,0
5,LINE,5,2
4,AST,2,2
5,LINE,1,1
4,AST,1,1
5,LINE,87,6
4,AST,6,6
0,MULTI,33,6
1,CONTROL,6,6
2,VAR,12,6
3,VALUE,15,6
5,LINE,2,0
5,LINE,7,3
4,AST,3,3
0,MULTI,5,3
2,VAR,3,3
3,VALUE,2,3
5,LINE,2,0
5,LINE,2,0
0,MULTI,20,0
3,VALUE,20,0
5,LINE,8,6
4,AST,6,6
0,MULTI,17,6
2,VAR,3,6
3,VALUE,14,6
5,LINE,80,66
4,AST,66,66
5,LINE,1,0
5,LINE,17,50
4,AST,50,50
5,LINE,18,0
5,LINE,6,4
4,AST,4,4
0,MULTI,18,4
1,CONTROL,18,4
5,LINE,7,7
4,AST,7,7
0,MULTI,3,7
1,CONTROL,3,7
5,LINE,2,0
5,LINE,6,0
5,LINE,52,28
4,AST,28,28
0,MULTI,87,28
1,CONTROL,28,28
2,VAR,34,28
3,VALUE,25,28
5,LINE,4,0
5,LINE,8,9
4,AST,9,9
5,LINE,5,5
4,AST,5,5
0,MULTI,5,5
3,VALUE,5,5
5,LINE,1,1
4,AST,1,1
0,MULTI,2,1
2,VAR,1,1
3,VALUE,1,1
5,LINE,4,6
4,AST,6,6
5,LINE,9,4
4,AST,4,4
0,MULTI,4,4
2,VAR,2,4
3,VALUE,2,4
5,LINE,8,4
4,AST,4,4
0,MULTI,4,4
1,CONTROL,4,4
5,LINE,2,0
0,MULTI,2,0
3,VALUE,2,0
5,LINE,7,6
4,AST,6,6
5,LINE,142,90
4,AST,90,90
5,LINE,80,30
4,AST,30,30
5,LINE,78,61
4,AST,61,61
0,MULTI,2,61
2,VAR,1,61
3,VALUE,1,61
5,LINE,40,0
5,LINE,18,10
4,AST,10,10
0,MULTI,49,10
1,CONTROL,15,10
2,VAR,15,10
3,VALUE,19,10
5,LINE,12,4
4,AST,4,4
5,LINE,5,3
4,AST,3,3
0,MULTI,10,3
2,VAR,2,3
3,VALUE,8,3
5,LINE,4,0
5,LINE,8,4
4,AST,4,4
5,LINE,24,0
5,LINE,2,2
4,AST,2,2
5,LINE,32,18
4,AST,18,18
5,LINE,3,0
5,LINE,139,102
4,AST,102,102
5,LINE,10,6
4,AST,6,6
5,LINE,5,3
4,AST,3,3
0,MULTI,2,3
2,VAR,1,3
3,VALUE,1,3
5,LINE,7,0
5,LINE,4,43
4,AST,43,43
5,LINE,120,65
4,AST,65,65
0,MULTI,184,65
1,CONTROL,64,65
2,VAR,59,65
3,VALUE,61,65
5,LINE,7,6
4,AST,6,6
5,LINE,10,10
4,AST,10,10
5,LINE,116,2
4,AST,2,2
5,LINE,19,31
4,AST,31,31
0,MULTI,40,31
1,CONTROL,18,31
2,VAR,9,31
3,VALUE,13,31
5,LINE,15,0
5,LINE,2,0
5,LINE,2,0
5,LINE,3,3
4,AST,3,3
0,MULTI,4,3
2,VAR,2,3
3,VALUE,2,3
5,LINE,36,21
4,AST,21,21
0,MULTI,3,21
3,VALUE,3,21
5,LINE,41,41
4,AST,41,41
0,MULTI,56,41
2,VAR,30,41
3,VALUE,26,41
5,LINE,33,9
4,AST,9,9
0,MULTI,34,9
1,CONTROL,4,9
2,VAR,9,9
3,VALUE,21,9
5,LINE,10,0
5,LINE,30,22
4,AST,22,22
5,LINE,6,4
4,AST,4,4
0,MULTI,1,4
3,VALUE,1,4
5,LINE,3,0
5,LINE,2,1
4,AST,1,1
5,LINE,37,22
4,AST,22,22
0,MULTI,81,22
1,CONTROL,7,22
2,VAR,22,22
3,VALUE,52,22
5,LINE,4,4
4,AST,4,4
5,LINE,11,27
4,AST,27,27
5,LINE,5,3
4,AST,3,3
0,MULTI,4,3
1,CONTROL,2,3
3,VALUE,2,3
5,LINE,15,0
5,LINE,9,1
4,AST,1,1
5,LINE,59,26
4,AST,26,26
0,MULTI,105,26
1,CONTROL,24,26
2,VAR,42,26
3,VALUE,39,26
5,LINE,20,11
4,AST,11,11
5,LINE,17,0
5,LINE,15,0
5,LINE,2,2
4,AST,2,2
5,LINE,8,0
5,LINE,25,15
4,AST,15,15
5,LINE,5,2
4,AST,2,2
5,LINE,26,7
4,AST,7,7
0,MULTI,48,7
1,CONTROL,1,7
2,VAR,23,7
3,VALUE,24,7
5,LINE,7,6
4,AST,6,6
0,MULTI,16,6
1,CONTROL,8,6
2,VAR,4,6
3,VALUE,4,6
5,LINE,5,5
4,AST,5,5
0,MULTI,7,5
3,VALUE,7,5
5,LINE,2,0
5,LINE,2,0
5,LINE,4,0
5,LINE,2,2
4,AST,2,2
0,MULTI,2,2
1,CONTROL,1,2
3,VALUE,1,2
5,LINE,10,1
4,AST,1,1
5,LINE,4,2
4,AST,2,2
0,MULTI,13,2
2,VAR,2,2
3,VALUE,11,2
5,LINE,29,20
4,AST,20,20
5,LINE,3,6
4,AST,6,6
5,LINE,2,0
5,LINE,4,3
4,AST,3,3
5,LINE,6,0
5,LINE,2,0
5,LINE,29,12
4,AST,12,12
5,LINE,1,0
5,LINE,22,12
4,AST,12,12
0,MULTI,35,12
1,CONTROL,12,12
2,VAR,11,12
3,VALUE,12,12
5,LINE,2,2
4,AST,2,2
5,LINE,2,1
4,AST,1,1
0,MULTI,4,1
2,VAR,2,1
3,VALUE,2,1
5,LINE,2,1
4,AST,1,1
0,MULTI,14,1
1,CONTROL,7,1
3,VALUE,7,1
5,LINE,22,0
5,LINE,12,34
4,AST,34,34
0,MULTI,82,34
1,CONTROL,31,34
2,VAR,17,34
3,VALUE,34,34
5,LINE,2,2
4,AST,2,2
5,LINE,6,0
5,LINE,13,10
4,AST,10,10
0,MULTI,35,10
1,CONTROL,9,10
2,VAR,13,10
3,VALUE,13,10
5,LINE,2,1
4,AST,1,1
5,LINE,2,2
4,AST,2,2
5,LINE,50,45
4,AST,45,45
0,MULTI,18,45
1,CONTROL,10,45
2,VAR,4,45
3,VALUE,4,45
5,LINE,2,0
5,LINE,2,0
5,LINE,2,0
5,LINE,2,2
4,AST,2,2
5,LINE,2,2
4,AST,2,2
5,LINE,3,2
4,AST,2,2
5,LINE,1,0
0,MULTI,3,0
3,VALUE,3,0
5,LINE,58,113
4,AST,113,113
5,LINE,19,12
4,AST,12,12
0,MULTI,27,12
1,CONTROL,12,12
2,VAR,6,12
3,VALUE,9,12
5,LINE,53,38
4,AST,38,38
5,LINE,30,27
4,AST,27,27
0,MULTI,14,27
2,VAR,14,27
5,LINE,35,17
4,AST,17,17
0,MULTI,4,17
2,VAR,2,17
3,VALUE,2,17
5,LINE,20,10
4,AST,10,10
0,MULTI,38,10
1,CONTROL,10,10
2,VAR,17,10
3,VALUE,11,10
5,LINE,3,0
5,LINE,39,14
4,AST,14,14
0,MULTI,56,14
1,CONTROL,22,14
2,VAR,14,14
3,VALUE,20,14
5,LINE,49,26
4,AST,26,26
0,MULTI,44,26
1,CONTROL,17,26
2,VAR,18,26
3,VALUE,9,26
5,LINE,12,0
5,LINE,10,0
5,LINE,10,9
4,AST,9,9
5,LINE,23,18
4,AST,18,18
0,MULTI,4,18
2,VAR,4,18
5,LINE,6,0
5,LINE,2,0
5,LINE,11,9
4,AST,9,9
0,MULTI,27,9
2,VAR,7,9
3,VALUE,20,9
5,LINE,13,11
4,AST,11,11
5,LINE,2,0
5,LINE,78,27
4,AST,27,27
5,LINE,4,2
4,AST,2,2
0,MULTI,13,2
1,CONTROL,2,2
2,VAR,5,2
3,VALUE,6,2
5,LINE,19,9
4,AST,9,9
5,LINE,2,1
4,AST,1,1
0,MULTI,1,1
3,VALUE,1,1
5,LINE,36,19
4,AST,19,19
0,MULTI,2,19
2,VAR,1,19
3,VALUE,1,19
5,LINE,63,48
4,AST,48,48
0,MULTI,77,48
1,CONTROL,19,48
2,VAR,29,48
3,VALUE,29,48
5,LINE,1,1
4,AST,1,1
5,LINE,15,0
5,LINE,2,2
4,AST,2,2
5,LINE,16,0
5,LINE,19,6
4,AST,6,6
0,MULTI,3,6
3,VALUE,3,6
5,LINE,6,0
5,LINE,12,0
5,LINE,55,33
4,AST,33,33
0,MULTI,15,33
1,CONTROL,1,33
2,VAR,7,33
3,VALUE,7,33
5,LINE,2,0
5,LINE,1,0
5,LINE,4,3
4,AST,3,3
5,LINE,25,3
4,AST,3,3
5,LINE,2,0
5,LINE,11,35
4,AST,35,35
0,MULTI,35,35
1,CONTROL,35,35
5,LINE,40,27
4,AST,27,27
5,LINE,9,4
4,AST,4,4
5,LINE,26,7
4,AST,7,7
0,MULTI,48,7
1,CONTROL,1,7
2,VAR,23,7
3,VALUE,24,7
5,LINE,87,65
4,AST,65,65
5,LINE,2,2
4,AST,2,2
5,LINE,1,1
4,AST,1,1
5,LINE,4,0
5,LINE,2,4
4,AST,4,4
5,LINE,20,11
4,AST,11,11
5,LINE,5,4
4,AST,4,4
0,MULTI,51,4
1,CONTROL,43,4
2,VAR,4,4
3,VALUE,4,4
5,LINE,4,2
4,AST,2,2
0,MULTI,7,2
2,VAR,2,2
3,VALUE,5,2
5,LINE,5,3
4,AST,3,3
5,LINE,8,3
4,AST,3,3
5,LINE,11,6
4,AST,6,6
0,MULTI,48,6
1,CONTROL,6,6
2,VAR,6,6
3,VALUE,36,6
5,LINE,2,1
4,AST,1,1
0,MULTI,13,1
2,VAR,5,1
3,VALUE,8,1
5,LINE,37,5
4,AST,5,5
0,MULTI,4,5
1,CONTROL,4,5
5,LINE,2,1
4,AST,1,1
5,LINE,7,6
4,AST,6,6
5,LINE,11,0
0,MULTI,4,0
3,VALUE,4,0
5,LINE,3,4
4,AST,4,4
5,LINE,2,0
5,LINE,8,0
5,LINE,2,0
5,LINE,9,0
5,LINE,19,30
4,AST,30,30
0,MULTI,49,30
1,CONTROL,25,30
2,VAR,7,30
3,VALUE,17,30
5,LINE,35,7
4,AST,7,7
5,LINE,13,8
4,AST,8,8
0,MULTI,31,8
1,CONTROL,8,8
2,VAR,11,8
3,VALUE,12,8
5,LINE,85,0
5,LINE,26,0
